Corridor,Census_tract,GEOID,Population,Median household income,Per capita income,Poverty count,Poverty rate,Unemployment rate,"# employed, age 16+",Unemployment count,# persons age 25+ graduated high school,# persons age 25+ with Bachelor's degree,Median age,Pop. white,Pop. Black,Pop. 2 or more races,Pop. Hispanic origin,Pop. Asian,Total pop. in occupied housing units by tenure,Total owner-occupied units,Total renter-occupied units,Pop. <18 years,Pop. working age,Pop. 65+ years
Belair Rd,100200,24510100200,2858.0,16080.0,11586.0,1178.0,41.2,1.9,666.0,53.0,455.0,39.0,35.6,92.0,2744.0,16.0,32.0,0.0,164.0,89.0,996.0,685.0,1795.0,378.0
Waverly,110100,24510110100,3177.0,55796.0,47902.0,506.0,15.9,1.3,2679.0,42.0,67.0,1124.0,29.7,1752.0,862.0,184.0,121.0,329.0,418.0,293.0,1801.0,63.0,3032.0,82.0
Penn Ave,110200,24510110200,5968.0,49970.0,49286.0,1057.0,17.7,3.2,3993.0,191.0,231.0,1558.0,34.5,3439.0,1509.0,458.0,400.0,327.0,1272.0,634.0,3329.0,170.0,4746.0,1052.0
Park Heights,120100,24510120100,4787.0,64794.0,64601.0,943.0,19.7,4.6,2164.0,218.0,245.0,941.0,39.0,2714.0,546.0,249.0,227.0,1226.0,2462.0,1169.0,1182.0,549.0,3069.0,1169.0
Waverly,120201,24510120201,2227.0,87500.0,49543.0,306.0,13.7,2.4,1366.0,53.0,67.0,516.0,31.4,1623.0,425.0,86.0,71.0,83.0,1215.0,521.0,327.0,312.0,1709.0,206.0
Waverly,120202,24510120202,5272.0,42674.0,19707.0,590.0,11.2,3.7,2155.0,196.0,114.0,808.0,21.0,3001.0,548.0,332.0,412.0,1319.0,655.0,357.0,1165.0,210.0,4863.0,199.0
Waverly,120300,24510120300,4153.0,56750.0,33409.0,822.0,19.8,3.3,2433.0,139.0,337.0,887.0,33.3,1751.0,1924.0,220.0,133.0,171.0,1910.0,669.0,931.0,671.0,3166.0,316.0
Penn Ave,120400,24510120400,1842.0,38445.0,28189.0,596.0,32.4,4.0,862.0,74.0,332.0,245.0,31.4,564.0,1253.0,0.0,71.0,11.0,461.0,185.0,534.0,439.0,1280.0,123.0
Penn Ave,120700,24510120700,2207.0,65365.0,35817.0,202.0,9.2,6.4,1349.0,141.0,546.0,436.0,34.5,1595.0,487.0,35.0,108.0,65.0,1181.0,576.0,446.0,303.0,1747.0,157.0
E Monument St,130100,24510130100,2558.0,22464.0,26976.0,992.0,38.8,0.6,1108.0,15.0,400.0,371.0,39.1,394.0,2039.0,97.0,43.0,2.0,823.0,306.0,1120.0,466.0,1800.0,292.0
Penn Ave,130300,24510130300,2222.0,42642.0,23787.0,618.0,27.8,2.9,842.0,64.0,541.0,167.0,36.1,100.0,2070.0,0.0,16.0,47.0,1029.0,346.0,475.0,574.0,1384.0,264.0
Brooklyn,130400,24510130400,2171.0,28550.0,20855.0,700.0,32.2,4.3,752.0,94.0,585.0,92.0,39.9,177.0,1902.0,11.0,121.0,7.0,962.0,316.0,425.0,470.0,1475.0,226.0
Hampden,130600,24510130600,3614.0,103911.0,56119.0,399.0,11.0,1.4,2681.0,52.0,111.0,1149.0,34.7,3165.0,201.0,96.0,87.0,133.0,2131.0,968.0,691.0,336.0,3047.0,231.0
Hampden,130700,24510130700,4734.0,72404.0,50102.0,369.0,7.8,1.5,2787.0,70.0,642.0,909.0,39.0,4019.0,360.0,132.0,201.0,211.0,2276.0,1087.0,1390.0,531.0,2947.0,1256.0
Hampden,130804,24510130804,1993.0,67500.0,43449.0,234.0,11.7,2.9,1389.0,58.0,186.0,436.0,32.7,1727.0,190.0,14.0,63.0,53.0,1010.0,460.0,486.0,226.0,1607.0,160.0
Penn Ave,140200,24510140200,2906.0,23295.0,13362.0,1713.0,58.9,4.3,896.0,125.0,664.0,97.0,25.8,79.0,2776.0,51.0,0.0,0.0,768.0,181.0,645.0,1134.0,1559.0,213.0
Penn Ave,140300,24510140300,1932.0,37917.0,28251.0,412.0,21.3,2.4,914.0,47.0,334.0,116.0,37.6,121.0,1777.0,34.0,8.0,0.0,686.0,292.0,589.0,384.0,1279.0,269.0
Penn Ave,150100,24510150100,2172.0,17371.0,18530.0,944.0,43.5,6.7,628.0,145.0,592.0,44.0,41.3,86.0,2023.0,42.0,0.0,21.0,1014.0,367.0,610.0,448.0,1315.0,409.0
Pigtown,150400,24510150400,3824.0,31440.0,13692.0,666.0,17.4,5.9,1399.0,226.0,743.0,269.0,33.6,26.0,3579.0,182.0,37.0,30.0,1013.0,384.0,815.0,499.0,2806.0,519.0
North Ave,150600,24510150600,2726.0,27109.0,18155.0,1128.0,41.4,14.2,1043.0,388.0,485.0,33.0,37.0,76.0,2609.0,41.0,9.0,0.0,1191.0,345.0,681.0,505.0,1945.0,276.0
North Ave,150702,24510150702,2139.0,50167.0,27345.0,478.0,22.3,5.7,856.0,121.0,479.0,333.0,41.0,18.0,2039.0,64.0,31.0,0.0,1301.0,557.0,239.0,390.0,1339.0,410.0
Penn Ave,150800,24510150800,4719.0,36446.0,25294.0,1127.0,23.9,5.7,1754.0,268.0,1244.0,372.0,43.3,23.0,4612.0,33.0,59.0,0.0,2854.0,865.0,921.0,872.0,2923.0,924.0
Park Heights,151300,24510151300,4379.0,31885.0,15605.0,1227.0,28.0,5.9,1687.0,257.0,959.0,197.0,40.7,268.0,3754.0,190.0,295.0,31.0,1741.0,550.0,957.0,872.0,2923.0,584.0
Penn Ave,160100,24510160100,1936.0,29375.0,19358.0,558.0,28.8,3.9,781.0,75.0,349.0,89.0,45.9,77.0,1813.0,0.0,25.0,21.0,588.0,200.0,695.0,451.0,1197.0,288.0
Penn Ave,160200,24510160200,2479.0,22881.0,15600.0,1230.0,49.6,6.9,828.0,170.0,563.0,36.0,26.2,56.0,2412.0,6.0,21.0,0.0,788.0,268.0,592.0,879.0,1350.0,250.0
Penn Ave,160400,24510160400,1937.0,23417.0,12725.0,961.0,49.6,5.9,593.0,114.0,315.0,20.0,32.7,29.0,1858.0,24.0,0.0,4.0,693.0,314.0,333.0,712.0,970.0,255.0
Pimlico,160600,24510160600,3266.0,43306.0,18999.0,783.0,24.0,2.7,1307.0,89.0,977.0,164.0,40.3,63.0,3090.0,31.0,59.0,0.0,1700.0,470.0,563.0,747.0,2155.0,364.0
Pigtown,160700,24510160700,4543.0,37870.0,16176.0,1549.0,34.1,11.4,1593.0,520.0,1095.0,258.0,30.8,15.0,4491.0,37.0,16.0,0.0,1611.0,614.0,906.0,1211.0,2862.0,470.0
Waverly,170100,24510170100,1594.0,31088.0,26352.0,352.0,22.1,1.5,876.0,24.0,155.0,185.0,34.4,463.0,1051.0,28.0,63.0,28.0,237.0,136.0,745.0,238.0,1207.0,149.0
Penn Ave,170200,24510170200,2705.0,13841.0,11230.0,1337.0,49.4,3.5,811.0,96.0,597.0,56.0,28.7,214.0,2354.0,91.0,6.0,46.0,265.0,71.0,1230.0,870.0,1460.0,375.0
Penn Ave,170300,24510170300,1767.0,20884.0,22335.0,708.0,40.1,4.8,714.0,85.0,287.0,114.0,39.7,27.0,1646.0,46.0,74.0,3.0,556.0,294.0,515.0,400.0,1103.0,264.0
Greektown,180100,24510180100,2185.0,15195.0,9482.0,1259.0,57.6,6.7,525.0,146.0,567.0,14.0,26.2,5.0,2163.0,0.0,17.0,0.0,124.0,68.0,880.0,841.0,1192.0,152.0
Penn Ave,180200,24510180200,947.0,25398.0,20478.0,307.0,32.4,4.6,367.0,44.0,152.0,77.0,44.6,108.0,816.0,11.0,35.0,12.0,330.0,115.0,262.0,127.0,616.0,204.0
Pigtown,180300,24510180300,1732.0,50761.0,34592.0,421.0,24.3,4.8,1078.0,83.0,357.0,284.0,31.4,789.0,822.0,104.0,58.0,12.0,719.0,306.0,520.0,214.0,1448.0,70.0
North Ave,190300,24510190300,2158.0,17925.0,11154.0,1149.0,53.2,9.0,511.0,195.0,365.0,34.0,30.0,697.0,1311.0,10.0,38.0,101.0,467.0,183.0,542.0,699.0,1255.0,204.0
E Monument St,200300,24510200300,1356.0,20820.0,13159.0,707.0,52.1,8.5,349.0,115.0,285.0,36.0,31.2,316.0,829.0,102.0,67.0,27.0,317.0,114.0,365.0,351.0,930.0,75.0
Penn Ave,200600,24510200600,2311.0,39159.0,19781.0,309.0,13.4,8.4,1009.0,193.0,557.0,72.0,32.9,485.0,1650.0,114.0,146.0,40.0,950.0,394.0,453.0,541.0,1528.0,242.0
North Ave,200701,24510200701,4797.0,39208.0,20051.0,1030.0,21.5,7.2,1876.0,346.0,1024.0,194.0,35.7,99.0,4677.0,15.0,24.0,0.0,2193.0,882.0,916.0,1021.0,2992.0,784.0
Irvington,200702,24510200702,1026.0,44830.0,20681.0,257.0,25.0,2.1,465.0,22.0,233.0,54.0,42.8,7.0,1019.0,0.0,0.0,0.0,514.0,241.0,152.0,255.0,629.0,142.0
Irvington,200800,24510200800,2170.0,48922.0,22176.0,458.0,21.1,3.1,989.0,67.0,353.0,80.0,37.1,133.0,1934.0,40.0,82.0,0.0,1212.0,418.0,366.0,534.0,1377.0,259.0
Pigtown,210100,24510210100,2470.0,72216.0,36449.0,408.0,16.5,4.7,1639.0,116.0,232.0,592.0,32.2,782.0,1584.0,34.0,19.0,70.0,1123.0,533.0,436.0,336.0,1954.0,180.0
Pigtown,210200,24510210200,3529.0,45909.0,29591.0,1139.0,32.3,4.4,1627.0,154.0,503.0,473.0,33.6,1185.0,1764.0,238.0,330.0,94.0,1687.0,702.0,642.0,792.0,2417.0,320.0
Park Heights,230100,24510230100,1872.0,74578.0,43902.0,268.0,14.3,0.2,1185.0,3.0,148.0,451.0,29.0,1035.0,772.0,14.0,54.0,28.0,605.0,282.0,548.0,350.0,1424.0,98.0
Hamilton Lauraville,230200,24510230200,1982.0,107391.0,63973.0,151.0,7.6,0.9,1500.0,17.0,72.0,593.0,30.7,1683.0,169.0,99.0,88.0,31.0,1030.0,539.0,443.0,174.0,1580.0,228.0
Penn Ave,240100,24510240100,3320.0,142328.0,90445.0,103.0,3.1,2.3,2341.0,77.0,125.0,1169.0,34.1,3010.0,63.0,31.0,153.0,109.0,2291.0,1066.0,536.0,526.0,2607.0,187.0
Irvington,240400,24510240400,2721.0,110982.0,53687.0,66.0,2.4,1.4,1846.0,39.0,258.0,882.0,30.8,2580.0,14.0,33.0,124.0,52.0,1627.0,695.0,461.0,365.0,2160.0,196.0
Penn Ave,250102,24510250102,2732.0,50354.0,25214.0,346.0,12.7,2.3,1660.0,64.0,355.0,122.0,35.1,232.0,2446.0,36.0,80.0,18.0,1183.0,462.0,655.0,553.0,1869.0,310.0
Highlandtown,250103,24510250103,3378.0,41307.0,27656.0,593.0,17.6,2.6,1523.0,87.0,854.0,225.0,45.4,1904.0,1172.0,95.0,164.0,151.0,1758.0,720.0,784.0,461.0,2129.0,788.0
Hampden,250203,24510250203,1940.0,34873.0,19857.0,449.0,23.1,2.7,700.0,52.0,419.0,161.0,34.1,274.0,1626.0,0.0,31.0,40.0,424.0,221.0,497.0,610.0,1063.0,267.0
Pigtown,250301,24510250301,2303.0,26581.0,16952.0,948.0,41.2,6.1,555.0,141.0,408.0,27.0,28.0,263.0,2040.0,0.0,137.0,0.0,619.0,274.0,523.0,897.0,1173.0,233.0
Brooklyn,250401,24510250401,3959.0,47321.0,19888.0,937.0,23.7,4.8,1520.0,189.0,921.0,261.0,35.3,2267.0,942.0,155.0,901.0,301.0,1621.0,458.0,760.0,997.0,2575.0,387.0
Brooklyn,250402,24510250402,4614.0,37451.0,20522.0,1559.0,33.8,6.3,1713.0,289.0,1073.0,205.0,32.7,1459.0,2392.0,384.0,565.0,0.0,1569.0,607.0,1061.0,1460.0,2870.0,284.0
Pimlico,260102,24510260102,4775.0,62586.0,25903.0,469.0,9.8,3.2,2366.0,151.0,1231.0,321.0,41.3,440.0,4254.0,0.0,94.0,60.0,3674.0,1384.0,323.0,1086.0,3057.0,632.0
Irvington,260201,24510260201,5901.0,40996.0,22485.0,958.0,16.2,1.3,2678.0,78.0,967.0,451.0,35.3,871.0,4686.0,18.0,62.0,326.0,2346.0,798.0,1462.0,1212.0,3737.0,952.0
Belair Rd,260301,24510260301,4741.0,49005.0,19358.0,1561.0,32.9,3.7,1903.0,175.0,928.0,205.0,27.3,255.0,4353.0,119.0,14.0,0.0,2379.0,973.0,547.0,1558.0,2782.0,401.0
Belair Rd,260302,24510260302,6634.0,41280.0,19844.0,2238.0,33.7,6.1,2488.0,404.0,1897.0,369.0,38.6,489.0,5865.0,43.0,164.0,0.0,4181.0,1636.0,895.0,1538.0,4316.0,780.0
Hamilton Lauraville,260303,24510260303,969.0,17000.0,19562.0,377.0,38.9,2.1,286.0,20.0,229.0,47.0,37.0,281.0,626.0,29.0,66.0,0.0,164.0,88.0,368.0,266.0,621.0,82.0
Hamilton Lauraville,260401,24510260401,4148.0,40281.0,16142.0,947.0,22.8,2.8,1695.0,117.0,732.0,127.0,31.1,2525.0,710.0,278.0,1866.0,108.0,2006.0,638.0,577.0,1614.0,2236.0,298.0
E Monument St,260402,24510260402,3315.0,38934.0,18981.0,913.0,27.5,2.5,1463.0,83.0,763.0,171.0,31.4,146.0,3052.0,59.0,0.0,0.0,1216.0,379.0,884.0,990.0,1882.0,443.0
Highlandtown,260403,24510260403,1764.0,31625.0,21744.0,436.0,24.7,1.9,885.0,34.0,450.0,91.0,27.9,23.0,1741.0,0.0,0.0,0.0,306.0,119.0,622.0,586.0,1045.0,133.0
Greektown,260501,24510260501,5186.0,57639.0,24935.0,407.0,7.8,0.8,2570.0,44.0,863.0,542.0,37.5,3110.0,585.0,272.0,1610.0,122.0,2220.0,913.0,826.0,1151.0,3010.0,1025.0
Pimlico,260605,24510260605,4947.0,41698.0,19493.0,1444.0,29.2,6.1,1789.0,300.0,993.0,214.0,36.2,3316.0,703.0,241.0,1722.0,40.0,2442.0,866.0,866.0,1465.0,2872.0,610.0
Greektown,260700,24510260700,2933.0,83050.0,33864.0,420.0,14.3,1.5,1524.0,43.0,250.0,434.0,30.4,2232.0,68.0,287.0,1052.0,5.0,1324.0,649.0,322.0,818.0,1944.0,171.0
Highlandtown,260800,24510260800,2332.0,40795.0,26895.0,481.0,20.6,1.6,1233.0,38.0,394.0,309.0,36.1,1748.0,310.0,10.0,970.0,35.0,751.0,415.0,580.0,456.0,1630.0,246.0
Highlandtown,260900,24510260900,3359.0,109618.0,64704.0,335.0,10.0,0.7,2624.0,25.0,233.0,1163.0,31.2,2999.0,177.0,113.0,225.0,61.0,1402.0,634.0,1005.0,374.0,2784.0,201.0
Highlandtown,261000,24510261000,2824.0,55221.0,26904.0,1077.0,38.1,2.9,1305.0,82.0,410.0,190.0,33.8,1265.0,1245.0,192.0,621.0,45.0,1625.0,540.0,441.0,872.0,1656.0,296.0
Highlandtown,261100,24510261100,1813.0,133152.0,70157.0,123.0,6.8,4.1,1399.0,75.0,140.0,668.0,32.1,1578.0,108.0,52.0,70.0,64.0,1233.0,607.0,257.0,162.0,1550.0,101.0
Hamilton Lauraville,270200,24510270200,1870.0,77792.0,37507.0,131.0,7.0,1.9,1147.0,35.0,230.0,348.0,42.0,970.0,864.0,17.0,94.0,0.0,1598.0,551.0,162.0,382.0,1249.0,239.0
Hamilton Lauraville,270301,24510270301,3074.0,77977.0,34343.0,169.0,5.5,1.4,1554.0,42.0,477.0,547.0,44.6,1227.0,1665.0,63.0,134.0,74.0,2239.0,955.0,192.0,620.0,1908.0,546.0
Hamilton Lauraville,270302,24510270302,1887.0,71500.0,36091.0,303.0,16.1,3.3,904.0,63.0,416.0,142.0,45.4,918.0,861.0,47.0,135.0,9.0,1474.0,516.0,178.0,316.0,1242.0,329.0
Hamilton Lauraville,270401,24510270401,4892.0,59886.0,30636.0,453.0,9.3,1.5,2464.0,73.0,1098.0,587.0,38.9,1659.0,2890.0,343.0,52.0,0.0,3649.0,1449.0,471.0,1168.0,3177.0,547.0
Hamilton Lauraville,270402,24510270402,3792.0,83160.0,28919.0,198.0,5.2,2.8,1733.0,105.0,388.0,539.0,35.9,1192.0,2345.0,138.0,99.0,63.0,3281.0,980.0,214.0,1135.0,2227.0,430.0
Waverly,270502,24510270502,4229.0,75197.0,42730.0,387.0,9.2,3.8,2368.0,162.0,734.0,702.0,42.4,1621.0,2464.0,65.0,98.0,49.0,3291.0,1249.0,511.0,921.0,2740.0,568.0
Hamilton Lauraville,270600,24510270600,5170.0,71847.0,30193.0,351.0,6.8,8.6,2790.0,444.0,950.0,581.0,36.2,1588.0,3423.0,159.0,40.0,0.0,4324.0,1443.0,374.0,961.0,3667.0,542.0
Pimlico,270702,24510270702,1912.0,55285.0,40455.0,144.0,7.5,4.6,1116.0,87.0,433.0,209.0,41.8,533.0,1287.0,79.0,31.0,13.0,958.0,385.0,507.0,285.0,1397.0,230.0
Waverly,270703,24510270703,2996.0,67895.0,35171.0,232.0,7.7,2.9,1794.0,87.0,520.0,509.0,44.5,1605.0,1364.0,3.0,65.0,5.0,2060.0,751.0,417.0,496.0,2136.0,364.0
E Monument St,270802,24510270802,5154.0,47566.0,24265.0,951.0,18.5,7.4,2244.0,380.0,998.0,459.0,37.2,129.0,4635.0,116.0,234.0,38.0,1852.0,785.0,1382.0,1151.0,3331.0,672.0
Penn Ave,270803,24510270803,6367.0,50686.0,29274.0,331.0,5.2,4.9,2874.0,310.0,1308.0,845.0,43.3,396.0,5675.0,122.0,35.0,123.0,3025.0,1030.0,1908.0,1169.0,3928.0,1270.0
Waverly,270804,24510270804,2990.0,55750.0,39424.0,386.0,12.9,2.3,1964.0,70.0,430.0,492.0,41.0,1672.0,1179.0,24.0,410.0,115.0,1212.0,573.0,787.0,319.0,2248.0,423.0
Hampden,270805,24510270805,5584.0,58441.0,30218.0,579.0,10.4,5.2,2781.0,290.0,1210.0,588.0,37.3,628.0,4632.0,176.0,147.0,74.0,4065.0,1514.0,458.0,1225.0,3518.0,841.0
Pigtown,270901,24510270901,4525.0,53120.0,33585.0,289.0,6.4,3.8,2396.0,170.0,1341.0,192.0,34.3,200.0,4157.0,168.0,127.0,0.0,2467.0,888.0,824.0,878.0,2953.0,694.0
Belair Rd,270902,24510270902,5091.0,64028.0,22780.0,323.0,6.3,4.3,1965.0,218.0,811.0,461.0,31.3,271.0,4453.0,214.0,86.0,33.0,3074.0,1219.0,206.0,669.0,3468.0,954.0
Penn Ave,270903,24510270903,5241.0,49327.0,23229.0,436.0,8.3,4.2,1969.0,218.0,546.0,396.0,22.3,1168.0,3784.0,127.0,583.0,117.0,1479.0,732.0,549.0,538.0,4291.0,412.0
Hamilton Lauraville,271002,24510271002,4250.0,40147.0,20655.0,1622.0,38.2,5.6,1420.0,237.0,696.0,374.0,35.6,247.0,3924.0,73.0,212.0,0.0,2577.0,972.0,526.0,1299.0,2234.0,717.0
Highlandtown,271101,24510271101,1928.0,51765.0,38503.0,413.0,21.4,3.5,934.0,67.0,285.0,304.0,45.0,1015.0,636.0,64.0,11.0,177.0,871.0,361.0,519.0,300.0,1363.0,265.0
Hampden,271102,24510271102,4597.0,195156.0,30978.0,18.0,0.4,1.4,1477.0,65.0,76.0,216.0,20.5,2899.0,1023.0,278.0,244.0,339.0,1156.0,426.0,15.0,293.0,4052.0,252.0
E Monument St,271200,24510271200,6282.0,165443.0,72260.0,359.0,5.7,0.6,3140.0,39.0,481.0,1193.0,42.8,5110.0,563.0,253.0,133.0,341.0,5180.0,1784.0,359.0,1559.0,3677.0,1046.0
Greektown,271300,24510271300,2455.0,154313.0,94818.0,36.0,1.5,0.9,1554.0,21.0,37.0,611.0,40.9,2066.0,124.0,32.0,82.0,207.0,1787.0,714.0,323.0,535.0,1470.0,450.0
Hamilton Lauraville,271400,24510271400,4015.0,133333.0,76059.0,234.0,5.8,1.2,1995.0,48.0,132.0,570.0,38.5,3207.0,260.0,151.0,289.0,322.0,2668.0,1019.0,421.0,794.0,2464.0,757.0
Belair Rd,271501,24510271501,4161.0,104375.0,56716.0,269.0,6.5,2.2,2110.0,93.0,182.0,763.0,38.7,3265.0,690.0,82.0,206.0,77.0,2902.0,1119.0,646.0,1034.0,2426.0,701.0
E Monument St,271503,24510271503,876.0,56490.0,70175.0,38.0,4.3,1.6,399.0,14.0,66.0,273.0,62.8,617.0,114.0,26.0,29.0,104.0,675.0,512.0,165.0,62.0,425.0,389.0
Park Heights,271600,24510271600,4066.0,31361.0,19067.0,1135.0,27.9,8.4,1316.0,341.0,1217.0,264.0,38.8,133.0,3788.0,43.0,31.0,76.0,1790.0,542.0,895.0,711.0,2443.0,912.0
Pimlico,271700,24510271700,4624.0,39432.0,24618.0,707.0,15.3,9.6,1556.0,444.0,1224.0,248.0,52.0,249.0,4234.0,63.0,21.0,61.0,2247.0,802.0,1001.0,601.0,2602.0,1421.0
Pimlico,271801,24510271801,2700.0,26817.0,22357.0,986.0,36.5,9.4,986.0,254.0,547.0,122.0,47.9,39.0,2567.0,38.0,19.0,10.0,1555.0,663.0,580.0,422.0,1598.0,680.0
Pimlico,271802,24510271802,2290.0,33156.0,16899.0,652.0,28.5,3.5,844.0,80.0,641.0,145.0,43.8,15.0,2211.0,45.0,21.0,0.0,1009.0,425.0,406.0,524.0,1320.0,446.0
Pimlico,271900,24510271900,3794.0,51938.0,34173.0,643.0,16.9,5.2,1505.0,196.0,706.0,717.0,49.7,812.0,2914.0,11.0,0.0,48.0,2687.0,1045.0,470.0,597.0,2206.0,991.0
Penn Ave,280101,24510280101,3401.0,45855.0,21093.0,987.0,29.0,5.7,1473.0,195.0,635.0,240.0,37.3,206.0,3139.0,35.0,124.0,0.0,1314.0,580.0,657.0,822.0,2172.0,407.0
Highlandtown,280102,24510280102,6231.0,50798.0,25022.0,1279.0,20.5,4.7,2170.0,291.0,1114.0,672.0,49.7,161.0,6070.0,0.0,113.0,0.0,4015.0,1577.0,957.0,1065.0,3886.0,1280.0
Waverly,280302,24510280302,2538.0,44423.0,24760.0,519.0,20.4,4.9,1179.0,124.0,496.0,188.0,31.8,107.0,2201.0,209.0,15.0,12.0,834.0,314.0,708.0,606.0,1677.0,255.0
Pimlico,280401,24510280401,3269.0,46493.0,31029.0,350.0,10.7,2.0,1635.0,65.0,571.0,496.0,48.5,473.0,2669.0,111.0,23.0,16.0,2351.0,972.0,501.0,583.0,2099.0,587.0
Pigtown,280402,24510280402,1632.0,48750.0,23395.0,262.0,16.1,5.2,662.0,85.0,369.0,185.0,42.4,2.0,1601.0,1.0,28.0,0.0,1269.0,512.0,105.0,316.0,967.0,349.0
